TransactionID,CustomerID,PurchaseDate,Product,Category,Quantity,UnitPrice,City,Gender,Age,Quantity_Norm,UnitPrice_Norm,Age_Norm,Clusters,Age_Bin,Age_Group,Total_Spend,Purchase_Year,Purchase_Month,Season,Cluster_Label_Desc
1105,CUST2559,08-06-2025,Belt,Accessories,3,1622.0,Mumbai,Female,56,0.5,0.3245298119247699,0.6027397260273972,2,Seniors,45-59,4866.0,2025,6,Monsoon,Budget Buyers
1105,CUST2559,08-06-2025,Shirt,Topwear,5,1759.0,Thane,Male,36,1.0,0.3519407763105242,0.3287671232876712,0,Seniors,30-44,8795.0,2025,6,Monsoon,Frequent Buyers
1106,CUST2340,17-12-2025,Socks,Footwear,4,4420.0,Pune,Male,29,0.75,0.8843537414965986,0.2328767123287671,0,Adults,18-29,17680.0,2025,12,Winter,Frequent Buyers
1106,CUST2340,17-12-2025,Jacket,Outerwear,1,4298.0,Delhi,Male,18,0.0,0.8599439775910365,0.0821917808219178,1,Teenagers,18-29,4298.0,2025,12,Winter,Premium Buyers
1106,CUST2340,17-12-2025,Handbag,Accessories,1,4142.0,Pune,Male,39,0.0,0.8287314925970388,0.3698630136986301,1,Seniors,30-44,4142.0,2025,12,Winter,Premium Buyers
1107,CUST2651,29-08-2024,Hoodie,Topwear,3,1923.0,Pune,Female,47,0.5,0.3847539015606242,0.4794520547945205,2,Seniors,45-59,5769.0,2024,8,Monsoon,Budget Buyers
1107,CUST2651,29-08-2024,Cap,Accessories,3,3944.0,Mumbai,Male,34,0.5,0.7891156462585034,0.3013698630136986,1,Adults,30-44,11832.0,2024,8,Monsoon,Premium Buyers
1107,CUST2651,29-08-2024,Shorts,Bottomwear,3,1592.0,Pune,Female,27,0.5,0.3185274109643857,0.2054794520547945,2,Adults,18-29,4776.0,2024,8,Monsoon,Budget Buyers
1108,CUST0312,30-12-2024,Jacket,Outerwear,2,3583.0,Bangalore,Male,37,0.25,0.7168867547018808,0.3424657534246575,1,Seniors,30-44,7166.0,2024,12,Winter,Premium Buyers
1108,CUST0312,30-12-2024,Socks,Footwear,2,2828.0,Delhi,Female,50,0.25,0.5658263305322129,0.5205479452054794,1,Seniors,45-59,5656.0,2024,12,Winter,Premium Buyers
1108,CUST0312,30-12-2024,Skirt,Women'S Wear,2,2111.0,Thane,Female,40,0.25,0.4223689475790316,0.3835616438356164,2,Seniors,30-44,4222.0,2024,12,Winter,Budget Buyers
1109,CUST1325,14-10-2024,Dress,Women'S Wear,4,3035.0,Pune,Female,18,0.75,0.6072428971588636,0.0821917808219178,0,Teenagers,18-29,12140.0,2024,10,Autumn,Frequent Buyers
1109,CUST1325,14-10-2024,Handbag,Accessories,4,1945.0,Pune,Male,44,0.75,0.3891556622649059,0.4383561643835616,0,Seniors,30-44,7780.0,2024,10,Autumn,Frequent Buyers
1109,CUST1325,14-10-2024,Shorts,Bottomwear,4,4474.0,Bangalore,Female,59,0.75,0.8951580632252901,0.6438356164383562,0,Seniors,45-59,17896.0,2024,10,Autumn,Frequent Buyers
1109,CUST1325,14-10-2024,Hoodie,Topwear,1,1028.0,Pune,Male,62,0.0,0.2056822729091636,0.684931506849315,2,Old People,60+,1028.0,2024,10,Autumn,Budget Buyers
1110,CUST2470,16-10-2024,Shirt,Topwear,4,3204.0,Pune,Male,45,0.75,0.6410564225690276,0.4520547945205479,0,Seniors,45-59,12816.0,2024,10,Autumn,Frequent Buyers
1110,CUST2470,16-10-2024,Tie,Accessories,2,4409.0,Mumbai,Male,47,0.25,0.8821528611444578,0.4794520547945205,1,Seniors,45-59,8818.0,2024,10,Autumn,Premium Buyers
1110,CUST2470,16-10-2024,Sneakers,Footwear,2,3062.0,Mumbai,Female,46,0.25,0.6126450580232092,0.4657534246575342,1,Seniors,45-59,6124.0,2024,10,Autumn,Premium Buyers
1111,CUST2987,13-03-2024,Jeans,Bottomwear,4,2040.0,Bangalore,Female,19,0.75,0.4081632653061224,0.0958904109589041,0,Teenagers,18-29,8160.0,2024,3,Summer,Frequent Buyers
1111,CUST2987,13-03-2024,Belt,Accessories,1,4105.0,Bangalore,Female,27,0.0,0.821328531412565,0.2054794520547945,1,Adults,18-29,4105.0,2024,3,Summer,Premium Buyers
1112,CUST0988,03-10-2025,Skirt,Women'S Wear,5,4048.0,Delhi,Female,56,1.0,0.8099239695878351,0.6027397260273972,0,Seniors,45-59,20240.0,2025,10,Autumn,Frequent Buyers
1113,CUST1672,12-02-2024,Dress,Women'S Wear,4,2517.0,Delhi,Female,30,0.75,0.5036014405762305,0.2465753424657534,0,Adults,30-44,10068.0,2024,2,Winter,Frequent Buyers
1113,CUST1672,02-12-2024,Handbag,Accessories,1,4442.0,Mumbai,Male,62,0.0,0.8887555022008804,0.684931506849315,1,Old People,60+,4442.0,2024,12,Winter,Premium Buyers
1113,CUST1672,02-12-2024,Shirt,Topwear,1,4802.0,Delhi,Male,25,0.0,0.9607843137254902,0.1780821917808219,1,Adults,18-29,4802.0,2024,12,Winter,Premium Buyers
1113,CUST1672,12-02-2024,Socks,Footwear,5,2596.0,Nashik,Male,21,1.0,0.5194077631052421,0.1232876712328767,0,Adults,18-29,12980.0,2024,2,Winter,Frequent Buyers
1114,CUST2131,14-10-2024,Shirt,Topwear,4,2044.0,Delhi,Male,61,0.75,0.4089635854341736,0.6712328767123288,0,Old People,60+,8176.0,2024,10,Autumn,Frequent Buyers
1114,CUST2131,14-10-2024,Watch,Accessories,2,2269.0,Nashik,Female,50,0.25,0.4539815926370548,0.5205479452054794,2,Seniors,45-59,4538.0,2024,10,Autumn,Budget Buyers
1115,CUST1371,09-07-2025,Jacket,Outerwear,5,2022.0,Delhi,Female,51,1.0,0.4045618247298919,0.5342465753424658,0,Seniors,45-59,10110.0,2025,7,Monsoon,Frequent Buyers
1115,CUST1371,09-07-2025,Scarf,Accessories,3,4221.0,Mumbai,Male,24,0.5,0.8445378151260504,0.1643835616438356,1,Adults,18-29,12663.0,2025,7,Monsoon,Premium Buyers
1115,CUST1371,09-07-2025,Dress,Women'S Wear,3,1288.0,Mumbai,Female,24,0.5,0.2577030812324929,0.1643835616438356,2,Adults,18-29,3864.0,2025,7,Monsoon,Budget Buyers
1116,CUST1627,05-06-2025,Shirt,Topwear,1,2516.0,Nashik,Female,21,0.0,0.5034013605442177,0.1232876712328767,2,Adults,18-29,2516.0,2025,6,Monsoon,Budget Buyers
1116,CUST1627,06-05-2025,Tie,Accessories,5,1774.0,Delhi,Female,47,1.0,0.3549419767907162,0.4794520547945205,0,Seniors,45-59,8870.0,2025,5,Summer,Frequent Buyers
1117,CUST0941,11-10-2024,Hoodie,Topwear,1,402.0,Mumbai,Male,59,0.0,0.0804321728691476,0.6438356164383562,2,Seniors,45-59,402.0,2024,10,Autumn,Budget Buyers
1117,CUST0941,10-11-2024,Cap,Accessories,1,2740.0,Bangalore,Female,50,0.0,0.548219287715086,0.5205479452054794,1,Seniors,45-59,2740.0,2024,11,Autumn,Premium Buyers
1117,CUST0941,10-11-2024,Belt,Accessories,2,2983.0,Mumbai,Male,54,0.25,0.5968387354941976,0.5753424657534246,1,Seniors,45-59,5966.0,2024,11,Autumn,Premium Buyers
1118,CUST0030,03-03-2024,Shirt,Topwear,1,2055.0,Mumbai,Female,19,0.0,0.4111644657863145,0.0958904109589041,2,Teenagers,18-29,2055.0,2024,3,Summer,Budget Buyers
1118,CUST0030,03-03-2024,Tie,Accessories,3,4710.0,Pune,Female,61,0.5,0.942376950780312,0.6712328767123288,1,Old People,60+,14130.0,2024,3,Summer,Premium Buyers
1118,CUST0030,03-03-2024,T-Shirt,Topwear,4,1443.0,Thane,Female,32,0.75,0.2887154861944778,0.273972602739726,0,Adults,30-44,5772.0,2024,3,Summer,Frequent Buyers
1119,CUST1680,19-07-2024,Hoodie,Topwear,3,908.0,Mumbai,Female,44,0.5,0.181672669067627,0.4383561643835616,2,Seniors,30-44,2724.0,2024,7,Monsoon,Budget Buyers
1119,CUST1680,19-07-2024,Cap,Accessories,4,3768.0,Bangalore,Male,51,0.75,0.7539015606242497,0.5342465753424658,0,Seniors,45-59,15072.0,2024,7,Monsoon,Frequent Buyers
1120,CUST2948,01-11-2025,Dress,Women'S Wear,4,1022.0,Bangalore,Female,28,0.75,0.2044817927170868,0.2191780821917808,0,Adults,18-29,4088.0,2025,11,Autumn,Frequent Buyers
1120,CUST2948,11-01-2025,Handbag,Accessories,1,1272.0,Bangalore,Male,26,0.0,0.2545018007202881,0.1917808219178082,2,Adults,18-29,1272.0,2025,1,Winter,Budget Buyers
1120,CUST2948,11-01-2025,Belt,Accessories,2,3651.0,Nashik,Female,29,0.25,0.7304921968787516,0.2328767123287671,1,Adults,18-29,7302.0,2025,1,Winter,Premium Buyers
1121,CUST1058,07-02-2025,Shirt,Topwear,5,1865.0,Delhi,Male,18,1.0,0.3731492597038816,0.0821917808219178,0,Teenagers,18-29,9325.0,2025,2,Winter,Frequent Buyers
1121,CUST1058,02-07-2025,Tie,Accessories,1,827.0,Mumbai,Female,63,0.0,0.1654661864745898,0.6986301369863014,2,Old People,60+,827.0,2025,7,Monsoon,Budget Buyers
1121,CUST1058,07-02-2025,T-Shirt,Topwear,5,429.0,Bangalore,Female,24,1.0,0.0858343337334934,0.1643835616438356,0,Adults,18-29,2145.0,2025,2,Winter,Frequent Buyers
1121,CUST1058,07-02-2025,Watch,Accessories,3,760.0,Thane,Male,27,0.5,0.1520608243297319,0.2054794520547945,2,Adults,18-29,2280.0,2025,2,Winter,Budget Buyers
1122,CUST0791,18-06-2025,Dress,Women'S Wear,2,3645.0,Nashik,Female,55,0.25,0.7292917166866747,0.589041095890411,1,Seniors,45-59,7290.0,2025,6,Monsoon,Premium Buyers
1122,CUST0791,18-06-2025,Handbag,Accessories,5,3666.0,Bangalore,Male,63,1.0,0.7334933973589436,0.6986301369863014,0,Old People,60+,18330.0,2025,6,Monsoon,Frequent Buyers
1122,CUST0791,18-06-2025,Hoodie,Topwear,5,1019.0,Pune,Female,60,1.0,0.2038815526210484,0.6575342465753424,0,Old People,60+,5095.0,2025,6,Monsoon,Frequent Buyers
1123,CUST1384,12-12-2024,Hoodie,Topwear,3,2718.0,Nashik,Female,41,0.5,0.5438175270108043,0.3972602739726027,1,Seniors,30-44,8154.0,2024,12,Winter,Premium Buyers
1123,CUST1384,12-12-2024,Cap,Accessories,2,4604.0,Thane,Male,47,0.25,0.9211684673869548,0.4794520547945205,1,Seniors,45-59,9208.0,2024,12,Winter,Premium Buyers
1124,CUST0868,19-07-2025,Handbag,Accessories,4,1748.0,Nashik,Female,37,0.75,0.3497398959583833,0.3424657534246575,0,Seniors,30-44,6992.0,2025,7,Monsoon,Frequent Buyers
1124,CUST0868,19-07-2025,T-Shirt,Topwear,5,393.0,Pune,Female,33,1.0,0.0786314525810324,0.2876712328767123,0,Adults,30-44,1965.0,2025,7,Monsoon,Frequent Buyers
1124,CUST0868,19-07-2025,Jeans,Bottomwear,3,2723.0,Mumbai,Male,56,0.5,0.5448179271708683,0.6027397260273972,1,Seniors,45-59,8169.0,2025,7,Monsoon,Premium Buyers
1125,CUST2502,18-10-2025,Shirt,Topwear,1,3348.0,Nashik,Female,25,0.0,0.6698679471788715,0.1780821917808219,1,Adults,18-29,3348.0,2025,10,Autumn,Premium Buyers
1125,CUST2502,18-10-2025,Shorts,Bottomwear,5,574.0,Thane,Female,27,1.0,0.1148459383753501,0.2054794520547945,0,Adults,18-29,2870.0,2025,10,Autumn,Frequent Buyers
1125,CUST2502,18-10-2025,T-Shirt,Topwear,2,637.0,Pune,Female,41,0.25,0.1274509803921568,0.3972602739726027,2,Seniors,30-44,1274.0,2025,10,Autumn,Budget Buyers
1126,CUST2300,05-08-2024,Jeans,Bottomwear,1,1261.0,Bangalore,Male,65,0.0,0.2523009203681473,0.726027397260274,2,Old People,60+,1261.0,2024,8,Monsoon,Budget Buyers
1126,CUST2300,08-05-2024,Belt,Accessories,2,4112.0,Nashik,Female,48,0.25,0.8227290916366546,0.4931506849315068,1,Seniors,45-59,8224.0,2024,5,Summer,Premium Buyers
1126,CUST2300,08-05-2024,Hoodie,Topwear,3,1578.0,Nashik,Male,44,0.5,0.3157262905162065,0.4383561643835616,2,Seniors,30-44,4734.0,2024,5,Summer,Budget Buyers
1127,CUST1799,16-07-2025,Dress,Women'S Wear,2,3972.0,Mumbai,Female,54,0.25,0.7947178871548619,0.5753424657534246,1,Seniors,45-59,7944.0,2025,7,Monsoon,Premium Buyers
1127,CUST1799,16-07-2025,Handbag,Accessories,5,4124.0,Thane,Male,48,1.0,0.8251300520208084,0.4931506849315068,0,Seniors,45-59,20620.0,2025,7,Monsoon,Frequent Buyers
1127,CUST1799,16-07-2025,T-Shirt,Topwear,5,3950.0,Mumbai,Male,60,1.0,0.7903161264505802,0.6575342465753424,0,Old People,60+,19750.0,2025,7,Monsoon,Frequent Buyers
1128,CUST1713,26-02-2024,Socks,Footwear,3,548.0,Nashik,Female,60,0.5,0.1096438575430172,0.6575342465753424,2,Old People,60+,1644.0,2024,2,Winter,Budget Buyers
1128,CUST1713,26-02-2024,Tie,Accessories,4,2903.0,Bangalore,Male,25,0.75,0.5808323329331733,0.1780821917808219,0,Adults,18-29,11612.0,2024,2,Winter,Frequent Buyers
1128,CUST1713,26-02-2024,Handbag,Accessories,5,3822.0,Pune,Female,60,1.0,0.7647058823529411,0.6575342465753424,0,Old People,60+,19110.0,2024,2,Winter,Frequent Buyers
1129,CUST2322,30-08-2024,Hoodie,Topwear,1,3041.0,Bangalore,Male,41,0.0,0.6084433773509403,0.3972602739726027,1,Seniors,30-44,3041.0,2024,8,Monsoon,Premium Buyers
1129,CUST2322,30-08-2024,Cap,Accessories,5,3258.0,Thane,Male,63,1.0,0.6518607442977191,0.6986301369863014,0,Old People,60+,16290.0,2024,8,Monsoon,Frequent Buyers
1130,CUST2936,07-05-2024,Jacket,Outerwear,5,710.0,Mumbai,Male,21,1.0,0.1420568227290916,0.1232876712328767,0,Adults,18-29,3550.0,2024,5,Summer,Frequent Buyers
1130,CUST2936,05-07-2024,Scarf,Accessories,4,4279.0,Pune,Male,33,0.75,0.8561424569827931,0.2876712328767123,0,Adults,30-44,17116.0,2024,7,Monsoon,Frequent Buyers
1131,CUST0988,01-03-2025,Jacket,Outerwear,3,4501.0,Pune,Female,59,0.5,0.9005602240896359,0.6438356164383562,1,Seniors,45-59,13503.0,2025,3,Summer,Premium Buyers
1131,CUST0988,01-03-2025,Scarf,Accessories,4,1175.0,Nashik,Female,59,0.75,0.235094037615046,0.6438356164383562,0,Seniors,45-59,4700.0,2025,3,Summer,Frequent Buyers
1131,CUST0988,03-01-2025,Cap,Accessories,4,3569.0,Nashik,Male,19,0.75,0.7140856342537015,0.0958904109589041,0,Teenagers,18-29,14276.0,2025,1,Winter,Frequent Buyers
1132,CUST2418,20-07-2025,Dress,Women'S Wear,2,971.0,Delhi,Female,27,0.25,0.1942777110844337,0.2054794520547945,2,Adults,18-29,1942.0,2025,7,Monsoon,Budget Buyers
1132,CUST2418,20-07-2025,Handbag,Accessories,1,1472.0,Pune,Male,26,0.0,0.2945178071228491,0.1917808219178082,2,Adults,18-29,1472.0,2025,7,Monsoon,Budget Buyers
1132,CUST2418,20-07-2025,Tie,Accessories,4,3018.0,Nashik,Female,41,0.75,0.6038415366146459,0.3972602739726027,0,Seniors,30-44,12072.0,2025,7,Monsoon,Frequent Buyers
1133,CUST1949,09-04-2024,Hoodie,Topwear,2,3790.0,Bangalore,Female,47,0.25,0.7583033213285314,0.4794520547945205,1,Seniors,45-59,7580.0,2024,4,Summer,Premium Buyers
1133,CUST1949,04-09-2024,Cap,Accessories,3,2408.0,Mumbai,Male,33,0.5,0.4817927170868347,0.2876712328767123,2,Adults,30-44,7224.0,2024,9,Autumn,Budget Buyers
1133,CUST1949,09-04-2024,Tie,Accessories,5,3736.0,Bangalore,Male,52,1.0,0.7474989995998399,0.547945205479452,0,Seniors,45-59,18680.0,2024,4,Summer,Frequent Buyers
1134,CUST0801,23-09-2025,Sneakers,Footwear,4,4750.0,Nashik,Female,25,0.75,0.9503801520608244,0.1780821917808219,0,Adults,18-29,19000.0,2025,9,Autumn,Frequent Buyers
1134,CUST0801,23-09-2025,Socks,Footwear,2,2757.0,Thane,Female,34,0.25,0.5516206482593037,0.3013698630136986,1,Adults,30-44,5514.0,2025,9,Autumn,Premium Buyers
1135,CUST1701,23-06-2025,Sneakers,Footwear,3,1587.0,Pune,Female,42,0.5,0.3175270108043217,0.410958904109589,2,Seniors,30-44,4761.0,2025,6,Monsoon,Budget Buyers
1135,CUST1701,23-06-2025,Belt,Accessories,5,418.0,Pune,Female,30,1.0,0.0836334533813525,0.2465753424657534,0,Adults,30-44,2090.0,2025,6,Monsoon,Frequent Buyers
1136,CUST0291,12-09-2025,Dress,Women'S Wear,1,353.0,Nashik,Female,29,0.0,0.0706282513005202,0.2328767123287671,2,Adults,18-29,353.0,2025,9,Autumn,Budget Buyers
1136,CUST0291,09-12-2025,Handbag,Accessories,1,3401.0,Bangalore,Male,59,0.0,0.6804721888755502,0.6438356164383562,1,Seniors,45-59,3401.0,2025,12,Winter,Premium Buyers
1137,CUST2712,29-12-2025,Hoodie,Topwear,2,3029.0,Mumbai,Female,19,0.25,0.6060424169667867,0.0958904109589041,1,Teenagers,18-29,6058.0,2025,12,Winter,Premium Buyers
1137,CUST2712,29-12-2025,Cap,Accessories,2,647.0,Delhi,Male,52,0.25,0.1294517807122849,0.547945205479452,2,Seniors,45-59,1294.0,2025,12,Winter,Budget Buyers
1138,CUST0378,19-10-2024,Shirt,Topwear,3,4114.0,Nashik,Male,40,0.5,0.8231292517006803,0.3835616438356164,1,Seniors,30-44,12342.0,2024,10,Autumn,Premium Buyers
1138,CUST0378,19-10-2024,Tie,Accessories,5,3289.0,Mumbai,Male,47,1.0,0.6580632252901161,0.4794520547945205,0,Seniors,45-59,16445.0,2024,10,Autumn,Frequent Buyers
1139,CUST0064,02-07-2025,Dress,Women'S Wear,3,1564.0,Bangalore,Female,35,0.5,0.3129251700680272,0.3150684931506849,2,Adults,30-44,4692.0,2025,7,Monsoon,Budget Buyers
1139,CUST0064,07-02-2025,Shorts,Bottomwear,3,3671.0,Mumbai,Female,57,0.5,0.7344937975190076,0.6164383561643836,1,Seniors,45-59,11013.0,2025,2,Winter,Premium Buyers
1140,CUST2092,04-10-2024,Jeans,Bottomwear,4,2267.0,Bangalore,Female,50,0.75,0.4535814325730292,0.5205479452054794,0,Seniors,45-59,9068.0,2024,10,Autumn,Frequent Buyers
1140,CUST2092,04-10-2024,Belt,Accessories,2,2011.0,Mumbai,Female,64,0.25,0.4023609443777511,0.7123287671232876,2,Old People,60+,4022.0,2024,10,Autumn,Budget Buyers
1141,CUST2861,29-10-2025,Jeans,Bottomwear,5,3421.0,Delhi,Male,28,1.0,0.6844737895158063,0.2191780821917808,0,Adults,18-29,17105.0,2025,10,Autumn,Frequent Buyers
1141,CUST2861,29-10-2025,Belt,Accessories,4,3484.0,Bangalore,Female,32,0.75,0.6970788315326131,0.273972602739726,0,Adults,30-44,13936.0,2025,10,Autumn,Frequent Buyers
1141,CUST2861,29-10-2025,T-Shirt,Topwear,2,1197.0,Pune,Male,50,0.25,0.2394957983193277,0.5205479452054794,2,Seniors,45-59,2394.0,2025,10,Autumn,Budget Buyers
1142,CUST0068,17-04-2024,Jacket,Outerwear,5,3304.0,Pune,Female,63,1.0,0.6610644257703081,0.6986301369863014,0,Old People,60+,16520.0,2024,4,Summer,Frequent Buyers
1142,CUST0068,17-04-2024,Scarf,Accessories,4,2343.0,Nashik,Male,32,0.75,0.4687875150060024,0.273972602739726,0,Adults,30-44,9372.0,2024,4,Summer,Frequent Buyers
1142,CUST0068,17-04-2024,T-Shirt,Topwear,4,2207.0,Bangalore,Male,23,0.75,0.4415766306522609,0.1506849315068493,0,Adults,18-29,8828.0,2024,4,Summer,Frequent Buyers
1143,CUST0002,20-03-2025,Dress,Women'S Wear,5,3851.0,Nashik,Female,57,1.0,0.7705082032813125,0.6164383561643836,0,Seniors,45-59,19255.0,2025,3,Summer,Frequent Buyers
1143,CUST0002,20-03-2025,Handbag,Accessories,1,4237.0,Mumbai,Male,38,0.0,0.8477390956382553,0.3561643835616438,1,Seniors,30-44,4237.0,2025,3,Summer,Premium Buyers
1144,CUST0552,28-05-2025,Hoodie,Topwear,4,2918.0,Bangalore,Female,59,0.75,0.5838335334133653,0.6438356164383562,0,Seniors,45-59,11672.0,2025,5,Summer,Frequent Buyers
1144,CUST0552,28-05-2025,Cap,Accessories,5,4996.0,Mumbai,Male,60,1.0,0.9995998399359745,0.6575342465753424,0,Old People,60+,24980.0,2025,5,Summer,Frequent Buyers
1144,CUST0552,28-05-2025,Sneakers,Footwear,2,2379.0,Delhi,Male,65,0.25,0.4759903961584634,0.726027397260274,2,Old People,60+,4758.0,2025,5,Summer,Budget Buyers
1144,CUST0552,28-05-2025,Socks,Footwear,2,3908.0,Delhi,Female,64,0.25,0.7819127651060425,0.7123287671232876,1,Old People,60+,7816.0,2025,5,Summer,Premium Buyers
1145,CUST0324,24-07-2025,Jacket,Outerwear,3,1067.0,Pune,Female,25,0.5,0.213485394157663,0.1780821917808219,2,Adults,18-29,3201.0,2025,7,Monsoon,Budget Buyers
1145,CUST0324,24-07-2025,Scarf,Accessories,1,0.0,Mumbai,Male,35,0.0,0.0,0.3150684931506849,2,Adults,30-44,0.0,2025,7,Monsoon,Budget Buyers
1145,CUST0324,24-07-2025,T-Shirt,Topwear,5,449.0,Bangalore,Male,34,1.0,0.0898359343737495,0.3013698630136986,0,Adults,30-44,2245.0,2025,7,Monsoon,Frequent Buyers
1146,CUST1910,18-05-2025,Tie,Accessories,3,3390.0,Nashik,Female,22,0.5,0.6782713085234093,0.136986301369863,1,Adults,18-29,10170.0,2025,5,Summer,Premium Buyers
1146,CUST1910,18-05-2025,Shorts,Bottomwear,4,2988.0,Thane,Male,57,0.75,0.5978391356542617,0.6164383561643836,0,Seniors,45-59,11952.0,2025,5,Summer,Frequent Buyers
1146,CUST1910,18-05-2025,Watch,Accessories,5,2135.0,Thane,Female,32,1.0,0.4271708683473389,0.273972602739726,0,Adults,30-44,10675.0,2025,5,Summer,Frequent Buyers
1147,CUST0556,21-01-2025,Jacket,Outerwear,5,4940.0,Bangalore,Male,28,1.0,0.9883953581432572,0.2191780821917808,0,Adults,18-29,24700.0,2025,1,Winter,Frequent Buyers
1147,CUST0556,21-01-2025,Scarf,Accessories,5,3774.0,Delhi,Female,41,1.0,0.7551020408163265,0.3972602739726027,0,Seniors,30-44,18870.0,2025,1,Winter,Frequent Buyers
1147,CUST0556,21-01-2025,Sneakers,Footwear,1,620.0,Pune,Male,47,0.0,0.1240496198479391,0.4794520547945205,2,Seniors,45-59,620.0,2025,1,Winter,Budget Buyers
1148,CUST1158,08-12-2025,Jacket,Outerwear,4,4906.0,Pune,Male,50,0.75,0.981592637054822,0.5205479452054794,0,Seniors,45-59,19624.0,2025,12,Winter,Frequent Buyers
1148,CUST1158,12-08-2025,Scarf,Accessories,2,965.0,Pune,Male,47,0.25,0.1930772308923569,0.4794520547945205,2,Seniors,45-59,1930.0,2025,8,Monsoon,Budget Buyers
1148,CUST1158,12-08-2025,Handbag,Accessories,1,1645.0,Thane,Female,63,0.0,0.3291316526610644,0.6986301369863014,2,Old People,60+,1645.0,2025,8,Monsoon,Budget Buyers
1149,CUST0882,25-05-2025,Shorts,Bottomwear,2,2596.0,Thane,Male,61,0.25,0.5194077631052421,0.6712328767123288,2,Old People,60+,5192.0,2025,5,Summer,Budget Buyers
1149,CUST0882,25-05-2025,T-Shirt,Topwear,3,4732.0,Thane,Male,65,0.5,0.9467787114845938,0.726027397260274,1,Old People,60+,14196.0,2025,5,Summer,Premium Buyers
1149,CUST0882,25-05-2025,Jeans,Bottomwear,1,2352.0,Pune,Female,24,0.0,0.4705882352941176,0.1643835616438356,2,Adults,18-29,2352.0,2025,5,Summer,Budget Buyers
1150,CUST0585,13-04-2024,Hoodie,Topwear,1,926.0,Bangalore,Female,50,0.0,0.1852741096438575,0.5205479452054794,2,Seniors,45-59,926.0,2024,4,Summer,Budget Buyers
1150,CUST0585,13-04-2024,Cap,Accessories,5,4807.0,Delhi,Male,60,1.0,0.9617847138855542,0.6575342465753424,0,Old People,60+,24035.0,2024,4,Summer,Frequent Buyers
1150,CUST0585,13-04-2024,Shorts,Bottomwear,1,4179.0,Mumbai,Female,33,0.0,0.8361344537815126,0.2876712328767123,1,Adults,30-44,4179.0,2024,4,Summer,Premium Buyers
1151,CUST0846,14-12-2024,Jeans,Bottomwear,4,3626.0,Bangalore,Female,30,0.75,0.7254901960784313,0.2465753424657534,0,Adults,30-44,14504.0,2024,12,Winter,Frequent Buyers
1151,CUST0846,14-12-2024,Belt,Accessories,1,825.0,Mumbai,Female,54,0.0,0.1650660264105642,0.5753424657534246,2,Seniors,45-59,825.0,2024,12,Winter,Budget Buyers
1151,CUST0846,14-12-2024,Tie,Accessories,5,1110.0,Thane,Female,31,1.0,0.2220888355342136,0.2602739726027397,0,Adults,30-44,5550.0,2024,12,Winter,Frequent Buyers
1151,CUST0846,14-12-2024,T-Shirt,Topwear,5,440.0,Delhi,Male,60,1.0,0.0880352140856342,0.6575342465753424,0,Old People,60+,2200.0,2024,12,Winter,Frequent Buyers
1152,CUST2998,17-02-2025,Sneakers,Footwear,4,1001.0,Nashik,Male,21,0.75,0.2002801120448179,0.1232876712328767,0,Adults,18-29,4004.0,2025,2,Winter,Frequent Buyers
1152,CUST2998,17-02-2025,Socks,Footwear,1,4894.0,Delhi,Male,24,0.0,0.9791916766706684,0.1643835616438356,1,Adults,18-29,4894.0,2025,2,Winter,Premium Buyers
1153,CUST1602,10-05-2024,Sneakers,Footwear,5,3809.0,Bangalore,Male,41,1.0,0.7621048419367747,0.3972602739726027,0,Seniors,30-44,19045.0,2024,5,Summer,Frequent Buyers
1153,CUST1602,10-05-2024,Socks,Footwear,1,3801.0,Bangalore,Male,29,0.0,0.7605042016806722,0.2328767123287671,1,Adults,18-29,3801.0,2024,5,Summer,Premium Buyers
1154,CUST2794,09-08-2025,Hoodie,Topwear,4,1451.0,Delhi,Female,57,0.75,0.2903161264505802,0.6164383561643836,0,Seniors,45-59,5804.0,2025,8,Monsoon,Frequent Buyers
1154,CUST2794,08-09-2025,Cap,Accessories,5,4070.0,Thane,Male,64,1.0,0.8143257302921169,0.7123287671232876,0,Old People,60+,20350.0,2025,9,Autumn,Frequent Buyers
1154,CUST2794,09-08-2025,T-Shirt,Topwear,4,1036.0,Mumbai,Male,45,0.75,0.2072829131652661,0.4520547945205479,0,Seniors,45-59,4144.0,2025,8,Monsoon,Frequent Buyers
1155,CUST1538,13-05-2024,Jeans,Bottomwear,5,3832.0,Pune,Female,59,1.0,0.7667066826730692,0.6438356164383562,0,Seniors,45-59,19160.0,2024,5,Summer,Frequent Buyers
1155,CUST1538,13-05-2024,Belt,Accessories,2,4009.0,Thane,Male,53,0.25,0.8021208483393357,0.5616438356164384,1,Seniors,45-59,8018.0,2024,5,Summer,Premium Buyers
1156,CUST1148,03-05-2025,Jeans,Bottomwear,3,1038.0,Thane,Male,46,0.5,0.2076830732292917,0.4657534246575342,2,Seniors,45-59,3114.0,2025,5,Summer,Budget Buyers
1156,CUST1148,05-03-2025,Belt,Accessories,2,2320.0,Thane,Male,58,0.25,0.4641856742697078,0.6301369863013698,2,Seniors,45-59,4640.0,2025,3,Summer,Budget Buyers
1156,CUST1148,03-05-2025,Shirt,Topwear,5,3981.0,Bangalore,Male,48,1.0,0.7965186074429772,0.4931506849315068,0,Seniors,45-59,19905.0,2025,5,Summer,Frequent Buyers
